client_id,nombre,email,telefono,genero,fecha_registro,registro_valido,motivo_descarte
CL-10456,Octavia Gonzalez Fonseca,correo@.com,2909413110491,No especificado,2024-03-17,False,"Email inválido, Género inválido"
CL-01404,María Jesús Grande-Perea,jordonez@example.net,,Masculino,2026-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-10461,Adoración de Aranda,,3047174068532,Masculino,2025-08-01,False,Email inválido
CL-10463,Nico Amo-Jove,domingaagusti@example.org,34882037988,No especificado,2025-03-28,False,Género inválido
CL-10466,Benito de Vélez,correo@.com,5112457077372,Masculino,2024-12-05,False,Email inválido
CL-10467,Tecla Piñol Palacio,vcarballo@example.net,8393594218693,No especificado,2024-08-30,False,Género inválido
CL-10470,Eduardo Somoza Olivera,@gmail.com,3933149895579,Masculino,2023-08-26,False,Email inválido
CL-01432,Eva Montes Heras,rosaliaangel@example.net,2420374358169,No especificado,2025-01-10,False,Género inválido
CL-10472,,correo@.com,,No especificado,2000-01-01,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-10473,Aroa Boix Lucas,espanaobdulia@example.org,3382049338323,No especificado,2025-04-11,False,Género inválido
CL-10474,Coral Salvador,@gmail.com,5422599751244,Femenino,2025-02-20,False,Email inválido
CL-01452,Galo Miró Morata,omarvalenciano@example.net,,Femenino,2023-10-01,False,"Teléfono inválido, Teléfono ausente"
CL-10477,Raúl Andrade Machado,@gmail.com,4143444600781,Masculino,2023-10-03,False,Email inválido
CL-01464,Mireia Tejada Moraleda,candela42@example.org,34916440297,No especificado,2024-11-15,False,Género inválido
CL-01476,Marcelo Cobos-Cáceres,encarnitalanda@example.com,,Femenino,2000-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-01480,Virgilio Bertrán,,1486586952817,No especificado,2025-02-17,False,"Email inválido, Género inválido"
CL-01488,Marta Márquez Larrañaga,yessicabenavente@example.org,,No especificado,2024-07-22,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-10483,Clímaco Gil-Lozano,,9581318425526,Femenino,2025-01-04,False,Email inválido
CL-10486,123,,,Femenino,2024-10-13,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-01510,Leandro Norberto Checa Acevedo,,6606484531953,Femenino,2024-08-15,False,Email inválido
CL-01512,Asunción Benigna Cortes Pérez,agullodalila@example.org,,No especificado,2026-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-10490,Eva de Marti,,2794594480540,No especificado,2025-07-16,False,"Email inválido, Género inválido"
CL-01524,Perla Quirós Cueto,vdiez@example.net,,Femenino,2023-10-08,False,"Teléfono inválido, Teléfono ausente"
CL-01536,Odalys Gibert,bhierro@example.com,,Femenino,2023-11-01,False,"Teléfono inválido, Teléfono ausente"
CL-01544,Fortunata de Collado,vicenteeva@example.net,1664728889195,No especificado,2025-08-15,False,Género inválido
CL-01560,Javier Gisbert Cabello,@gmail.com,34985877029,No especificado,2025-03-15,False,"Email inválido, Género inválido"
CL-10512,Victor Saura Oller,pinajuan@example.net,8951477796926,No especificado,2023-12-16,False,Género inválido
CL-01580,Pía Tenorio,correo@.com,1687346433062,Femenino,2025-05-31,False,Email inválido
CL-01584,Chus Pinedo,oportillo@example.net,,Masculino,2025-01-22,False,"Teléfono inválido, Teléfono ausente"
CL-01592,Clementina Rocío Tormo Osuna,julianaquiroga@example.net,0726337719682,No especificado,2024-04-24,False,Género inválido
CL-01596,Emperatriz Alcolea Cepeda,anitafrancisco@example.com,,Femenino,2024-12-15,False,"Teléfono inválido, Teléfono ausente"
CL-01600,Esmeralda Isern Atienza,,5915143193811,No especificado,2024-09-16,False,"Email inválido, Género inválido"
CL-01608,Nacio Lorenzo Rivera,diana53@example.com,,No especificado,2024-04-23,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-10522,@Oliver,,34835935728,Femenino,2000-01-01,False,Email inválido
CL-10526,Vilma Pedraza Vazquez,celso24@example.net,5361240338161,No especificado,2025-04-17,False,Género inválido
CL-01630,Nicanor Leiva Larrañaga,,7727148389778,Femenino,2023-09-09,False,Email inválido
CL-10528,Magdalena Moreno Aramburu,ulillo@example.com,34980208937,No especificado,2024-12-30,False,Género inválido
CL-10530,José Luis Robles Costa,,2446258489634,Femenino,2025-01-01,False,Email inválido
CL-01648,Onofre Segovia Montoya,cornelio49@example.net,3450356168357,No especificado,2024-05-05,False,Género inválido
CL-01650,,,2182185888320,Masculino,2023-10-20,False,Email inválido
CL-01656,Imelda Toledo Toledo,espiridion44@example.com,,Femenino,2025-06-18,False,"Teléfono inválido, Teléfono ausente"
CL-10539,Fortunata Castillo Benavent,dan46@example.com,4132966633658,No especificado,2025-05-20,False,Género inválido
CL-10543,Esteban Jódar Oliva,,6939975193465,Masculino,2025-07-06,False,Email inválido
CL-10547,Bernarda Ortiz,@gmail.com,34975741898,No especificado,2024-11-05,False,"Email inválido, Género inválido"
CL-01688,Dimas Fernández,pia07@example.net,9935506350477,No especificado,2025-02-12,False,Género inválido
CL-01690,Ruperto Sobrino Cal,@gmail.com,0215200608008,Femenino,2023-11-13,False,Email inválido
CL-01692,Emma Rosalinda Valverde Luque,ylobato@example.org,,Masculino,2000-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-01700,Bernarda Ferrando-Olivera,@gmail.com,0942532528489,Femenino,2025-07-04,False,Email inválido
CL-01704,Verónica Serrano Bou,larreacandelaria@example.com,,Femenino,2024-11-08,False,"Teléfono inválido, Teléfono ausente"
CL-01720,Fulgencio de Borrell,correo@.com,2746957291361,Femenino,2025-06-27,False,Email inválido
CL-01728,Otilia Maite Piñol Checa,nazaretberrocal@example.net,34730773451,No especificado,2000-01-01,False,Género inválido
CL-01730,Anastasia del Tena,correo@.com,6593831487354,Masculino,2024-07-21,False,Email inválido
CL-01736,María Cristina Navarrete Márquez,cornelioortega@example.net,5725291405459,No especificado,2024-06-15,False,Género inválido
CL-01740,123,reyesruiz@example.net,,Masculino,2024-12-27,False,"Teléfono inválido, Teléfono ausente"
CL-01750,Maristela Carranza Cepeda,,2271452809553,Masculino,2025-08-05,False,Email inválido
CL-01752,Bartolomé del Nogueira,marisa44@example.org,,No especificado,2024-02-27,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-10572,Silvestre Narváez Novoa,maria-angeles49@example.net,4195620743216,No especificado,2025-07-29,False,Género inválido
CL-10574,Mirta Toledo-Zaragoza,fidelgaray@example.com,6513669791259,No especificado,2024-05-19,False,Género inválido
CL-01770,123,,2778605662018,Masculino,2024-01-27,False,Email inválido
CL-01776,Salud Mayo Barberá,eusebiamarin@example.com,34943354606,No especificado,2024-07-04,False,Género inválido
CL-10579,Pascual Aramburu Ariza,,1404533281063,Femenino,2024-11-11,False,Email inválido
CL-01788,Miguel Mercader Barragán,georginaalbero@example.net,,Masculino,2024-06-18,False,"Teléfono inválido, Teléfono ausente"
CL-01790,Celestino Almeida Benito,,7756805834361,Masculino,2024-11-10,False,Email inválido
CL-01792,Mamen Guzmán,remigio62@example.com,8762175689912,No especificado,2025-05-13,False,Género inválido
CL-10583,@Oliver,,,No especificado,2000-01-01,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-01808,Abril Figueras Tudela,carlotahernandez@example.org,9980605028200,No especificado,2025-03-10,False,Género inválido
CL-10589,Ileana Rey Herrera,bdieguez@example.com,,Femenino,2023-11-21,False,"Teléfono inválido, Teléfono ausente"
CL-01816,Guiomar Reig Puente,coralzabala@example.org,8075060353331,No especificado,2025-02-07,False,Género inválido
CL-10590,Petrona Cecilia Ortega Fabra,correo@.com,7704834533340,Femenino,2024-10-05,False,Email inválido
CL-10593,Jeremías Eloy Mariscal Adán,amor93@example.org,,Masculino,2024-10-04,False,"Teléfono inválido, Teléfono ausente"
CL-01830,@Oliver,,5891599759103,Masculino,2024-07-09,False,Email inválido
CL-01840,Salvador Pérez-Gordillo,correo@.com,9957094373614,Femenino,2024-09-18,False,Email inválido
CL-10600,Celestina Eulalia Donoso Zapata,candela96@example.org,,No especificado,2023-09-16,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-01850,Aitana Garcia,,0631824467794,Femenino,2025-06-16,False,Email inválido
CL-01856,Atilio Velázquez-Codina,ribescamila@example.net,6637328005777,No especificado,2024-10-25,False,Género inválido
CL-10604,,,,Femenino,2025-02-04,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-01864,Rafa Padilla Tovar,acasanova@example.org,9682000740468,No especificado,2024-07-01,False,Género inválido
CL-10605,Salomé Mena,correo@.com,0963332644807,Masculino,2025-08-23,False,Email inválido
CL-01872,Juan Luis Vigil Arenas,eugeniaarellano@example.net,,No especificado,2026-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-01880,Maribel Marín Gracia,,5821632479572,No especificado,2025-08-20,False,"Email inválido, Género inválido"
CL-01884,Zaida Sotelo-Catalán,luisa13@example.net,,Femenino,2023-11-22,False,"Teléfono inválido, Teléfono ausente"
CL-01890,,,0833638061447,Masculino,2026-01-01,False,Email inválido
CL-10614,Dionisia Jaén Milla,@gmail.com,4621458282495,Femenino,2024-02-10,False,Email inválido
CL-01904,Máximo Puga Rodriguez,sofia93@example.org,5892502407177,No especificado,2025-08-03,False,Género inválido
CL-01910,Leocadio Ureña Raya,@gmail.com,9818453582831,Masculino,2025-01-25,False,Email inválido
CL-01912,Jordi Pol-Casanovas,rosagallo@example.net,9159125974974,No especificado,2025-05-24,False,Género inválido
CL-01920,Rodrigo Joan López Tolosa,correo@.com,,No especificado,2023-11-28,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-01928,Florentino del Vaquero,cguzman@example.org,8863660294136,No especificado,2024-08-15,False,Género inválido
CL-10621,Miguela Jessica Porras Diez,,4489497483066,Masculino,2025-07-04,False,Email inválido
CL-01944,Roberto Maestre Cañellas,noemi95@example.org,,No especificado,2024-09-09,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-01950,,correo@.com,7169069937602,Masculino,2024-08-18,False,Email inválido
CL-01952,Eustaquio Piñeiro-Rozas,bolanosleyre@example.org,3949943867352,No especificado,2023-10-04,False,Género inválido
CL-10631,Esmeralda Román Gallardo,leandracoloma@example.net,,Masculino,2025-08-18,False,"Teléfono inválido, Teléfono ausente"
CL-10633,Ariel Barbero Porcel,correo@.com,5088799546715,No especificado,2025-04-05,False,"Email inválido, Género inválido"
CL-01968,Calisto Leopoldo Alberdi Pedrosa,wortuno@example.com,34876041680,No especificado,2024-02-21,False,Género inválido
CL-01970,Haroldo Solana Palomino,,9604960338534,Femenino,2023-10-26,False,Email inválido
CL-01980,123,,,Masculino,2023-11-16,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-10640,Miriam Castañeda Luís,cabezaruperto@example.net,2609155100553,No especificado,2024-05-15,False,Género inválido
CL-01992,Poncio Morales,qcordoba@example.org,,No especificado,2024-09-09,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-02000,Elisa Uría Estévez,,2618952759822,No especificado,2024-03-28,False,"Email inválido, Género inválido"
CL-10652,Eufemia Terrón Nieto,torrensluciana@example.com,,No especificado,2000-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-02020,Salvador Solana Buendía,,9703168121992,Femenino,2025-01-08,False,Email inválido
CL-02024,Rebeca Bayón,martiruben@example.net,9036120745643,No especificado,2024-02-28,False,Género inválido
CL-10656,Apolinar de Alcolea,calatayudjafet@example.org,,Femenino,2024-04-28,False,"Teléfono inválido, Teléfono ausente"
CL-02030,Graciela Tomas Reyes,@gmail.com,6815981176297,Masculino,2023-12-02,False,Email inválido
CL-10659,,,,No especificado,2025-03-19,False,"Email inválido, Teléfono inválido, Género inválido, Teléfono ausente"
CL-02048,Roberta Company Valle,cortinajuan-pablo@example.org,8726091914225,No especificado,2024-10-09,False,Género inválido
CL-02050,Che Albino Peral Fernández,,0450608840432,Femenino,2024-09-25,False,Email inválido
CL-02052,Lucía Nieto Antúnez,leyrefuertes@example.net,,Masculino,2000-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-10663,Edgardo del Juan,micaelafonseca@example.net,9809342866961,No especificado,2024-01-29,False,Género inválido
CL-02064,Ignacio Felix Rozas Bru,tudelanico@example.org,,No especificado,2023-10-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-10667,123,,1180770383656,Femenino,2026-01-01,False,Email inválido
CL-02076,Abilio Hernando Quero,santon@example.org,,Femenino,2024-11-03,False,"Teléfono inválido, Teléfono ausente"
CL-10673,Moisés Rosselló Borja,,5975307335731,No especificado,2025-03-13,False,"Email inválido, Género inválido"
CL-02088,Gerónimo Bello Tudela,leocadia42@example.com,,No especificado,2000-01-01,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-02090,Salomón del Barriga,correo@.com,7644414790343,Masculino,2024-12-04,False,Email inválido
CL-02100,,@gmail.com,,Masculino,2024-11-21,False,"Email inválido, Teléfono inválido, Teléfono ausente"
CL-02104,Martín Verdú Diez,santosfranco@example.org,8817920411688,No especificado,2024-07-16,False,Género inválido
CL-02110,Ofelia del Peña,correo@.com,3261480653966,Masculino,2025-01-17,False,Email inválido
CL-02112,Alex Fortuny Llabrés,recioangelina@example.com,,No especificado,2024-05-21,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-10684,Caridad Abellán-Expósito,correo@.com,0621739181429,Femenino,2024-02-17,False,Email inválido
CL-10685,Salomón Heredia Olmo,iheredia@example.net,,Femenino,2025-06-25,False,"Teléfono inválido, Teléfono ausente"
CL-10686,Valero Navarro,anselmo88@example.com,6897937110175,No especificado,2025-06-19,False,Género inválido
CL-02130,,,7286033889273,Femenino,2023-09-25,False,Email inválido
CL-02136,Arcelia Barrera Torrent,griseldasanjuan@example.com,,Femenino,2025-06-30,False,"Teléfono inválido, Teléfono ausente"
CL-02140,Débora Esteban Real,,2167612714095,Masculino,2024-09-13,False,Email inválido
CL-10694,Encarnación Tejera,alberttalavera@example.com,,Masculino,2024-06-20,False,"Teléfono inválido, Teléfono ausente"
CL-02150,Cesar Cobo,,1646524498148,Masculino,2024-07-22,False,Email inválido
CL-02152,Goyo Rueda Tomé,pponce@example.net,3853477608046,No especificado,2023-10-27,False,Género inválido
CL-10698,Gastón Fernandez Nogués,,34818692932,No especificado,2026-01-01,False,"Email inválido, Género inválido"
CL-02170,Camilo Escrivá,,0717107952271,Masculino,2025-02-22,False,Email inválido
CL-02172,Samu Nieto-Bejarano,galianojulio@example.com,,Femenino,2024-01-14,False,"Teléfono inválido, Teléfono ausente"
CL-10706,Íñigo Arnal Pera,,6018883973529,Masculino,2024-09-02,False,Email inválido
CL-10707,Palmira Malo Guzmán,arroyoarcelia@example.net,34977253076,No especificado,2023-10-17,False,Género inválido
CL-02190,Espiridión Paredes Ramos,,6961275704414,Femenino,2023-12-13,False,Email inválido
CL-02192,José María Iriarte Peñas,elisabet66@example.org,0110032797098,No especificado,2025-05-16,False,Género inválido
CL-02196,Ulises Perea Nicolau,aarias@example.net,,Femenino,2000-01-01,False,"Teléfono inválido, Teléfono ausente"
CL-10711,Federico Álvarez Vallés,correo@.com,6830956162567,Femenino,2024-08-03,False,Email inválido
CL-02208,Teodora Pepita Bonilla Pedrosa,emiliana28@example.org,,No especificado,2023-11-17,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-10716,Lupe Alcalá Agudo,,3570015181346,Masculino,2025-04-30,False,Email inválido
CL-02216,Judith Echeverría Aragón,porrasjuan-pablo@example.org,9898646549070,No especificado,2025-07-15,False,Género inválido
CL-02224,Paulina Murcia Morales,roldanjuan-pablo@example.net,9634371517446,No especificado,2024-12-20,False,Género inválido
CL-10723,Juan Carlos Cruz,@gmail.com,7079262495723,Femenino,2024-01-01,False,Email inválido
CL-02232,Azeneth Valero Valverde,elpidio43@example.org,,No especificado,2023-10-29,False,"Teléfono inválido, Género inválido, Teléfono ausente"
CL-10727,Lucas Amaya Cuervo,correo@.com,2846325968256,No especificado,2024-10-10,False,"Email inválido, Género inválido"
CL-02244,Manu Aramburu Castillo,orivera@example.net,,Femenino,2024-10-11,False,"Teléfono inválido, Teléfono ausente"
CL-02256,Plinio del Izquierdo,maitearmas@example.com,,No especificado,2023-09-22,False,"Teléfono inválido, Género inválido, Teléfono ausente"
